,0.0,0.2,0.4,0.6,0.8
1e-05,0.9874818921089172,0.9871091842651367,0.9770576357841492,0.9941776394844055,
0.0001,,,,,
0.001,,,,,
0.01,,,,,
0.1,,,,,
0.3,,,,,
0.5,,,,,
