,0.0,0.2,0.4,0.6,0.8
1e-05,tensor(0.5880),tensor(0.4564),tensor(0.3685),tensor(0.2169),tensor(0.1724)
0.0001,,,,,
0.001,,,,,
0.01,,,,,
0.1,,,,,
0.3,,,,,
0.5,,,,,
