,0.0,0.2,0.4,0.6,0.8
0.1,0.031133717953094595,0.1985457276482436,0.12491038814733896,0.06086778411224525,0.08374014269620729
0.3,0.5842692793500154,0.5843375550472809,0.17406889017854094,0.26747004403782476,0.5841327279554842
0.5,0.5843716928959137,0.5844058307445464,0.035708189669887,0.5843034171986481,0.36210016044788856
0.7,0.5842010036527499,0.5841327279554842,0.3230464616119892,0.5842692793500154,0.03099716655856348
