,0.0,0.2,0.4,0.6,0.8
1e-05,0.23778732120990753,0.25064757466316223,0.1945423185825348,0.19971945881843567,0.1691797822713852
0.0001,0.3325507640838623,0.31063398718833923,0.275509238243103,0.22647953033447266,0.20241300761699677
0.001,0.5958796143531799,0.5539960265159607,0.4381418824195862,0.31985408067703247,0.22072406113147736
0.01,0.7034293413162231,0.6781632304191589,0.6161975264549255,0.3178076148033142,0.1691797971725464
0.1,0.7161295413970947,0.703419029712677,0.633150577545166,0.3282669186592102,0.1576482653617859
0.3,0.7204960584640503,0.7034929990768433,0.6292247176170349,0.3260277211666107,0.15568271279335022
0.5,0.7225872278213501,0.7048320770263672,0.6310439705848694,0.33108609914779663,0.15606482326984406
